time,artist,song,album,album_label,album_year,note,url
8:16 AM,Hailey Whitters,Janice at the Hotel Bar,The Dream,Pigasus Records / Big Loud Records / Songs & Daughters,2020,"This is her second album, but all indications are it's a tremendous leap in terms of songwriting from her first one five years back. ",https://spinitron.com//KDHX/pl/12212054/Sound-Salvation
8:22 AM,The Chicks,Everybody Loves You,Gaslighter,Columbia,2020,"Well, I've long loved the Chicks, at least. ",https://spinitron.com//KDHX/pl/12212054/Sound-Salvation
8:26 AM,Courtney Marie Andrews,If I Told,Old Flowers,Fat Possum Records,2020,The third album from a Midwestern-raised New Yorker turned West Coast singer/songwriter. ,https://spinitron.com//KDHX/pl/12212054/Sound-Salvation
8:31 AM,The Band,The Last Waltz Suite: The Weight (feat. The Staples),The Last Waltz (Deluxe Version),Rhino/Warner Records,2002,"A powerful convergence of voices with Levon Helms, Mavis Staples, Pops Staples, and Richard Manuel each taking a verse. ",https://spinitron.com//KDHX/pl/12212054/Sound-Salvation
8:35 AM,Gladys Knight & The Pips,Keep Giving Me Love,Life Is Messy,Columbia,1985,"I missed this mainstream mid-80s r&b record, but man, Knight sings wonderfully here. ",https://spinitron.com//KDHX/pl/12212054/Sound-Salvation
8:41 AM,The Main Ingredient,I'm Better Off Without You,The Essential Main Ingredient,RCA/Legacy,2018,Even the b-sides of 1973 soul singles are essential. ,https://spinitron.com//KDHX/pl/12212054/Sound-Salvation
8:44 AM,Aaron Neville,You Don't Love Me Anymore,For the Good Times - The Allen Toussaint Sessions,Fuel 2000,2004,One of the great song stylists of my lifetime. ,https://spinitron.com//KDHX/pl/12212054/Sound-Salvation
8:47 AM,Homesick James,Set a Date,"Rhythm & Blues, Vol. 4",Happy Bird,2008,"The cousin of Elmore James, who was born in 1910 and wound up dying in 2006 in Springfield, MO of all places. ",https://spinitron.com//KDHX/pl/12212054/Sound-Salvation
8:49 AM,Keb' Mo',Suitcase,Suitcase,Columbia,2006,I've started to take this guy more seriously of late - somehow he slipped past my radar for the first 25 years of his career. ,https://spinitron.com//KDHX/pl/12212054/Sound-Salvation
8:54 AM,Kenny Roby,Don't Ya Know What's on My Mind,The Reservoir,Royal Potato Family,2020,The former front-man of Six String Drag has a fine new record out. ,https://spinitron.com//KDHX/pl/12212054/Sound-Salvation
8:57 AM,John Renbourn,Willy O'Winsbury,Faro Annie,Sanctuary Records,1971,One of the most exquisite guitar players I ever had the pleasure of seeing live - several times!,https://spinitron.com//KDHX/pl/12212054/Sound-Salvation
9:04 AM,Dirty Projectors,Eyes on the Road,5EPs,Domino Recording Co,2020,This is one of the chamber music art songs on the fourth of five EPs from this hard-to-pin-down but easy-to-enjoy band. ,https://spinitron.com//KDHX/pl/12212054/Sound-Salvation
9:07 AM,Peter Holsapple & Chris Stamey,Molly Says,Our Back Pages,Omnivore Recordings,2020,Chris Stamey was out of the dB's when Peter Holsapple did the original of this great song. Nice to hear the two of them do it together. ,https://spinitron.com//KDHX/pl/12212054/Sound-Salvation
9:09 AM,The Mystix,Let's Get Started,Can't Change It,self,2020,This Joe Lilly guy sounds a lot like modern Bob Dylan. ,https://spinitron.com//KDHX/pl/12212054/Sound-Salvation
9:13 AM,Mark Erelli,Can't Stand Myself,Blindsided,Mark Erelli,2020,"Producer, session musician, and pretty dang good songwriter. ",https://spinitron.com//KDHX/pl/12212054/Sound-Salvation
9:17 AM,Sylvie Simmons,Sweet California,Blue On Blue,Compass Records,2020,I like to know a music writer can make a good record. ,https://spinitron.com//KDHX/pl/12212054/Sound-Salvation
9:21 AM,Willie Nelson,She's Not for You,Across the Borderline,Columbia,1993,A typically great Willie Nelson record I hadn't heard in more than 25 years. ,https://spinitron.com//KDHX/pl/12212054/Sound-Salvation
9:24 AM,Jim McReynolds & Jesse McReynolds,They Can’t Love Jesus More Than Me,Dixie Hoedown: Their Complete Starday Recordings,Gusto,2003,Quick little bluegrass gospel number. ,https://spinitron.com//KDHX/pl/12212054/Sound-Salvation
9:27 AM,Earl Scruggs,Flint Hill Special,Dueling Banjos,Columbia,1973,I've been meaning to check out more of Scruggs' 70s work. The man never got tired of being creative. ,https://spinitron.com//KDHX/pl/12212054/Sound-Salvation
9:29 AM,Duke Ellington and His Orchestra,Maori (A Samoan Dance) 2nd version - Take A,"Early Ellington: The Complete Brunswick and Vocalion Recordings, 1926-1931",Decca,1994,Late 20s Ellington sounds like nothing else of its or any other time. ,https://spinitron.com//KDHX/pl/12212054/Sound-Salvation
9:32 AM,Chuck Berry,Jaguar and Thunderbird,You Never Can Tell: His Complete Chess Recordings 1960-1966,Geffen,2009,Nobody wrote better car songs. ,https://spinitron.com//KDHX/pl/12212054/Sound-Salvation
9:34 AM,Bob Dylan,"If You Gotta Go, Go Now (Or Else You Got to Stay All Night) Take 2 Alternate Take",The Cutting Edge 1965-1966 The Bootleg Series Vol. 12 Deluxe Edition,Columbia Legacy,2015,A slightly different version of the classic obscurity covered by so many. ,https://spinitron.com//KDHX/pl/12212054/Sound-Salvation
9:37 AM,The Searchers,A Tear Fell,Needles & Pins,Sanctuary,1964,The Searchers were one of the best harmony groups in the British invasion. ,https://spinitron.com//KDHX/pl/12212054/Sound-Salvation
9:41 AM,Pretenders,Maybe Love Is in NYC,Hate for Sale,BMG,2020,One of the best records Chrissie Hynde has produced since the first three. ,https://spinitron.com//KDHX/pl/12212054/Sound-Salvation
9:44 AM,Dwight Twilley Band,Here She Comes,Twilley Don't Mind,Shelter,1977,Dwight Twilley and Phil Seymour - a perfect power pop match. ,https://spinitron.com//KDHX/pl/12212054/Sound-Salvation
9:48 AM,Harry Nilsson,Turn On Your Radio,Son of Schmilsson,RCA / Victor,1972,How else are you gonna hear this song?,https://spinitron.com//KDHX/pl/12212054/Sound-Salvation
9:51 AM,Slim Smith,Beatitude,Reggae Icons Boxset,Culture Town,2012,Pretty great adaptation of some Bible verses into reggae.,https://spinitron.com//KDHX/pl/12212054/Sound-Salvation
9:54 AM,Toumani Diabaté's Symmetric Orchestra,Boulevard De l'Independance,Boulevard De l'Independance,World Circuit,2006,"One of the greatest of all musicians from Mali, Toumani Diabate plays the kora beautifully. ",https://spinitron.com//KDHX/pl/12212054/Sound-Salvation
7:01 AM,Delaney & Bonnie,I Know How It Feels To Be Lonely,D & B Together,Sony Legacy,1972,Bonnie Bramlett sings the heck out of this soul ballad.,https://spinitron.com//KDHX/pl/5409969/Sound-Salvation
7:05 AM,Leon Russell,Delta Lady,Leon Russell,Shelter Records,1970,A true barn burner.,https://spinitron.com//KDHX/pl/5409969/Sound-Salvation
7:09 AM,Joan Armatrading,Love and Affection,Joan Armatrading,A&M,1976,"What a gorgeous song I hadn't heard in years - I am not in love, but I am open to persuasion. Thanks to Said for reminding me of it.",https://spinitron.com//KDHX/pl/5409969/Sound-Salvation
7:15 AM,Esperanza Spalding,A Knowledge of Good and Evil,Chamber Music,Heads Up,2010,Unbelievable vocal tour de force here! And no words.,https://spinitron.com//KDHX/pl/5409969/Sound-Salvation
7:23 AM,Janelle Monáe,Dance Or Die,The ArchAndroid,Bad Boy / Wondaland,2010,That cyborg beat really gets me going.,https://spinitron.com//KDHX/pl/5409969/Sound-Salvation
7:26 AM,The Clash,Jimmy Jazz,London Calling,Columbia,1979,"It couldn't have been easy to write a traditional sounding outlaw song out of whole cloth, but the Clash pulled it off masterfully.",https://spinitron.com//KDHX/pl/5409969/Sound-Salvation
7:31 AM,The Remains,Don't Look Back,The Remains,Epic,1966,"One of the first classic reissues I ever bought, back in 1978, when I got it on red vinyl. This, however, is a regular colored CD.",https://spinitron.com//KDHX/pl/5409969/Sound-Salvation
7:34 AM,13th Floor Elevators,You're Gonna Miss Me,Garage Rock Classics,Varese Sarabande,2004,Let's hear it for the electric jug!,https://spinitron.com//KDHX/pl/5409969/Sound-Salvation
7:36 AM,Nick Lowe,"Big Kick, Plain Scrap",Labour of Lust,Columbia,1979,When oh when will the marvels of Nick Lowe's second album be available on CD?,https://spinitron.com//KDHX/pl/5409969/Sound-Salvation
7:39 AM,Flamin' Groovies,You Tore Me Down,Shake Some Action,AIM Records,1976,"The whole album is great, but there are two absolute masterpieces on it; this is the one sometimes overlooked.",https://spinitron.com//KDHX/pl/5409969/Sound-Salvation
7:42 AM,Beatles,I'm a Loser,For Sale,CAPITOL,1964,In glorious mono - thanks always to Lindsay.,https://spinitron.com//KDHX/pl/5409969/Sound-Salvation
7:47 AM,Crowded House,Falling Dove,Intriguer,Fantasy,2010,"Includes a Liam Finn guitar freak-out, patent pending.",https://spinitron.com//KDHX/pl/5409969/Sound-Salvation
7:51 AM,Sarah Blasko,Down On Love,As Day Follows Night,Dramatico,2010,Produced by Bjorn without Peter or John.,https://spinitron.com//KDHX/pl/5409969/Sound-Salvation
7:53 AM,Joni Mitchell,For Free,Ladies of the Canyon,Reprise,1970,"I don't really think all street musicians are as good as the pros out there, but it's a nice romantic thought that they could be. Again, thanks to Said for the inspiration - Facebook is so cool.",https://spinitron.com//KDHX/pl/5409969/Sound-Salvation
8:01 AM,Patty Griffin,I Smell a Rat,Downtown Church,CMG,2010,"I thought last week's True Blood was pretty weak, but I was certainly pleased to hear this song at the end.",https://spinitron.com//KDHX/pl/5409969/Sound-Salvation
8:03 AM,Tom Jones,Lord Help,Praise & Blame,Lost Highway,2010,I just can't get enough of this record - Jones has never sang with such restraint and consequent power.,https://spinitron.com//KDHX/pl/5409969/Sound-Salvation
8:07 AM,Fitz & the Tantrums,MoneyGrabber,Pickin' Up the Pieces,Dangerbird,2010,Excellent new 60s soulish record.,https://spinitron.com//KDHX/pl/5409969/Sound-Salvation
8:10 AM,Marvin Gaye,Trouble Man,Trouble Man,Motown,1972,Spectacular Marvin!,https://spinitron.com//KDHX/pl/5409969/Sound-Salvation
8:16 AM,Steely Dan,My Old School,Countdown to Ecstasy,MCA,1973,My old friend Keith suggested this as a song that has an amazing amount of cowbell in it.,https://spinitron.com//KDHX/pl/5409969/Sound-Salvation
8:22 AM,Tim Finn,Spiritual Hunger,Big Canoe,Virgin,1986,"Very 80s production, but Finn makes it work - and throws in a cowbell on the bridge.",https://spinitron.com//KDHX/pl/5409969/Sound-Salvation
8:29 AM,Richard Thompson,Crimescene,Dream Attic,Shout Factory,2010,Finally in stores this coming Tuesday - it lives up to the wait.,https://spinitron.com//KDHX/pl/5409969/Sound-Salvation
8:36 AM,Punch Brothers,You Are,Antifogmatic,Nonesuch,2010,I think this one will be in my fave albums at the end of the year.,https://spinitron.com//KDHX/pl/5409969/Sound-Salvation
8:41 AM,Jorma Kaukonen,Hamar Promenade,Quah,RCA,1974,"Though it seems so obviously like a record I should have loved for years, I only heard this for the first time five days ago.",https://spinitron.com//KDHX/pl/5409969/Sound-Salvation
8:46 AM,John Mellencamp,Save Some Time to Dream,No Better Than This,Rounder,2010,"T Bone Burnett's production style is different in mono - interesting little record, I need to hear more of it.",https://spinitron.com//KDHX/pl/5409969/Sound-Salvation
8:51 AM,Linda Ronstadt,You're No Good,Greatest Hits Vol. 1,Asylum,1976,Guitarist Kenny Edwards played on and helped shape this cut. He passed away a few days ago.,https://spinitron.com//KDHX/pl/5409969/Sound-Salvation
8:54 AM,Macy Gray,The Sellout,The Sellout,Universal/Concord,2010,Still loving this new record which fulfills all the promise she's had for years.,https://spinitron.com//KDHX/pl/5409969/Sound-Salvation
9:01 AM,Cannibal And The Headhunters,"Land of 1000 Dances (Naa, Na, Na, Na, Naa)",I Love Rock n Roll Vol 14,Collectables,2004,"I just found out Richard ""Scar"" Lopez of this band passed away at the end of July.",https://spinitron.com//KDHX/pl/5409969/Sound-Salvation
9:04 AM,Paul Collins,Don't Blame Your Troubles On Me,King of Power Pop,Alive Natural Sound,2010,A short and rockin' number from a guy who's been coming up with catchy songs for over 30 years now.,https://spinitron.com//KDHX/pl/5409969/Sound-Salvation
9:06 AM,Little Big Town,Little White Church,The Reason Why,CAPITOL NASHVILLE,2010,Sparkling new single from this sparkling contemporary country band.,https://spinitron.com//KDHX/pl/5409969/Sound-Salvation
9:09 AM,Hank Williams,Move It On Over,40 Greatest Hits,Mercury,1978,"Somebody other than Hank was singing this at the beginning of the latest episode of ""Memphis Beat,"" and it made me want to hear the original.",https://spinitron.com//KDHX/pl/5409969/Sound-Salvation
9:11 AM,Cyndi Lauper,Don't Cry No More,Memphis Blues,Downtown,2010,Cyndi sounds like she's snuck into Bobby Blue Bland's recording session back in 1959.,https://spinitron.com//KDHX/pl/5409969/Sound-Salvation
9:17 AM,Aretha Franklin,Ain't No Way,Lady Soul,Atlantic,1968,"Al Becker, host of Voices in the Dark every Sunday night here on KDHX, says this is his fave Aretha song. Can't argue with that.",https://spinitron.com//KDHX/pl/5409969/Sound-Salvation
9:21 AM,Stevie Wonder,Summer Soft,Songs In The Key Of Life,The Universal/Motown Records Group,1976,"I've been reminded of so many great songs just by scrolling through my Facebook wall - but I can't remember who posted this one the other day. Whoever it was, thanks a bunch!",https://spinitron.com//KDHX/pl/5409969/Sound-Salvation
9:26 AM,Betty Davis,They Say I'm Different,They Say I'm Different,Light In The Attic,2007,"This one was posted by former KDHX DJ Rene Saller, and it's a corker of a great song.",https://spinitron.com//KDHX/pl/5409969/Sound-Salvation
9:32 AM,Jimmy Smith,Funky Broadway,Respect,Verve,1967,"I'm not sure who the guitarist is on this cut, but he's got a nice feel here.",https://spinitron.com//KDHX/pl/5409969/Sound-Salvation
9:38 AM,Piano Red,Ain't Gonna Be Your Lowdown Dog No More,The Lost Atlanta Tapes,Landslide,2010,Read my review of this album here: http://blues.about.com/od/cddvdrevie2/fr/Piano-Red-The-Lost-Atlanta-Tapes-2010.htm,https://spinitron.com//KDHX/pl/5409969/Sound-Salvation
9:42 AM,Clyde McPhatter,I Told Myself a Lie,Lover Please: The Complete MGM and Mercury Singles,Universal,2010,I don't think I even knew McPhatter made all these records after he left Atlantic - very nice new compilation of rarities.,https://spinitron.com//KDHX/pl/5409969/Sound-Salvation
9:44 AM,William Bell,You Don't Miss Your Water,Stax 50 - A 50th Anniversary Celebration,stax,2007,This one breaks my heart every time I hear it.,https://spinitron.com//KDHX/pl/5409969/Sound-Salvation
9:47 AM,Marshall Crenshaw,Mary Anne,Marshall Crenshaw,Warner Bros.,1982,Master of melodic hooks!,https://spinitron.com//KDHX/pl/5409969/Sound-Salvation
9:50 AM,Raul Malo,Saint Behind the Glass,Sinners & Saints,Fantasy,2010,Brilliant cover of the Los Lobos classic.,https://spinitron.com//KDHX/pl/5409969/Sound-Salvation
9:54 AM,Alejandro Escovedo,Street Songs,Street Songs of Love,Fantasy,2010,"I'm not overly enamored with the line-up at LouFest this weekend, but you can't argue with Alejandro being on the bill (or, for that matter, Carolina Chocolate Drops, Adam Reichman, and the Bottle Rockets).",https://spinitron.com//KDHX/pl/5409969/Sound-Salvation
7:00 AM,The Records,Starry Eyes,"Smashes, Crashes & Near Misses: The Best of the Records",Virgin,1995,This was one of the greatest songs of 1979.,https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
7:05 AM,Mark Lindsay,Arizona,The Complete Columbia Singles,Real Gone Music,2012,"I hadn't heard this song in 45 years, probably - it's a decidedly weird but highly enjoyable pop hit.",https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
7:08 AM,King Leg,Your Picture,Meet King Leg,sire,2017,Speaking of weird but highly enjoyable.,https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
7:12 AM,Phantom Planet,Quarantine,Raise the Dead,Atlantic,2008,One of my fave bands of the first decade of this century.,https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
7:16 AM,Magazine,Burst,Magazine: The Peel Sessions,Virgin Catalogue,2008,I still pinch myself to make me believe it's true I actually saw these guys in 1979.,https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
7:21 AM,King Crimson,Discipline,Discipline,E.G.,1981,"I like a lot of King Crimson, but it's still this version of the band that really hits me where I live - especially on this neat instrumental.",https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
7:26 AM,Joni Mitchell,See You Sometime,For The Roses,Asylum,1972,"This was probably the third Joni album I owned, after Wild Things Run Fast and Blue.",https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
7:30 AM,Joan Osborne,High Water (for Charley Patton),Songs of Bob Dylan,Womanly Hips Records,2017,Jaw dropping version.,https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
7:34 AM,Robert Plant,A Way With Words,Carry Fire,Nonesuch,2017,Every song on this album has its own mysterious beauty.,https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
7:40 AM,Marilyn Manson,The Last Day on Earth,Mechanical Animals,Univexrsal Records,1998,"This is the only record of his I ever paid attention to, and it's really good stuff.",https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
7:45 AM,Be Bop Deluxe,Panic In the World,Singles A's and B's,See For Miles,1981,"A magnificent single from 1978, a year of many magnificent singles.",https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
7:49 AM,Cody ChesnuTT,Bullets In The Street And Blood,My Love Divine Degree,handwritten records,2017,Harrowing.,https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
7:53 AM,The Main Ingredient,Euphrates,Everybody Plays the Fool: The Best of the Main Ingredient,RCA/Legacy,2005,"As late as 1974, they were still making records that sounded like this. Progressive soul.",https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
8:00 AM,Roy Milton,Milton's Boogie,Specialty Profiles: Roy Milton,"Concord Records, Inc.",2006,"One of the unsung heroes of rock'n'roll, for sure.",https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
8:03 AM,Beverley Wright,Kissin' Boogie,"I'm a Bad, Bad Girl: Seven Dozen Dusky Divas 1939-1953",Indigo,2004,I just can't resist this sort of thing.,https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
8:06 AM,Lil Greenwood,Grandpa Can Boogie Too,Walking and Singing the Blues,Ace,2002,Another titanic talent of the era.,https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
8:09 AM,Dee Clark,Fever,Rain Drops,Charly,1994,I'd never heard this until the other day - a remarkably different version of the Little Willie John classic.,https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
8:12 AM,Bessie Banks,Go Now,Girl Group Sounds Lost & Found: One Kiss Can Lead To Another,Rhino,2005,The original!,https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
8:14 AM,Lizz Wright,What Would I Do Without You,Grace,"Concord Records, Inc. (UMG Account)",2017,One of the finest singers you can hear these days.,https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
8:19 AM,Jessica Hernandez & The Deltas,Apologies,Telephone,Instant Records,2017,Detroit singer and band with a fresh pop take on r&b.,https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
8:23 AM,ZZ Ward,Ghost,The Storm,Hollywood Records,2017,I always appreciate a 3 minute pop song that's exactly 3 minutes long.,https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
8:26 AM,Whoa Thunder,Saints,The Depths of the Deep End - EP,Blip Blap!,2017,This song took a couple listens to cement itself with me - such a strong tune.,https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
8:29 AM,Brothers Lazaroff,Don't Look Now,Dangerous Times,self-released,2016,Powerful song from their album last year.,https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
8:32 AM,The Gunbunnies,Stranded,Paw Paw Patch,Virgin,1990,I saw these guys so many times in the early 90s - easily one of my favorite records of that time.,https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
8:36 AM,The Clash,Gates of the West,Super Black Market Clash,Epic,1982,I remember I had to mail order the Cost of Living EP from which this originally appeared. One of my fave Mick Jones songs.,https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
8:41 AM,Rough Shop,Christmas Isn't Like Any Day,Lit Up Like A Christmas Tree,Perdition,2014,"Tonight, tomorrow night, Sunday night, at Focal Point - the annual Rough Shop holiday extravaganza. The happiest shows of the year.",https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
8:45 AM,All Our Exes Live in Texas,How to Make Gravy,Bloodshot Records: 13 Days of Xmas,Bloodshot,2017,Beautiful new version of the Paul Kelly masterpiece also memorably covered by Rough Shop.,https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
8:51 AM,Katy Moffatt,Snagtooth Sal,Where the Heart Is,centerfire music,2017,How can I resist a song with that title?,https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
8:55 AM,Slaid Cleaves,Drunken Barber's Hand,Ghost on the Car Radio,Candy House Media,2017,"Well, that's a scary concept.",https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
9:01 AM,Josh Ritter,"Oh Lord, Pt. 3",Gathering,Josh Ritter,2017,Remarkable song. Wonder where the first two parts are.,https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
9:04 AM,Ringo Starr,Early 1970,Ringo,Apple,1973,"The b-side of the ""It Don't Come Easy"" 45.",https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
9:07 AM,Paul McCartney,Save Us,New,Hear Music,2013,Terrific pop song from recent years.,https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
9:10 AM,U2,The Showman (Little More Better),Songs of Experience,Interscope,2017,The most One Direction-like song on the new One Direction influenced album - first thing I've liked from these guys in decades.,https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
9:13 AM,Twiggy,When I Think of You,Girl Group Sounds Lost & Found: One Kiss Can Lead To Another,Rhino,2005,A model made a record.,https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
9:16 AM,The Flares,Foot Stompin',Hairspray,MCA,1988,John Waters knows the great dance songs.,https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
9:19 AM,Rory Gallagher,Secret Agent,Calling Card,Chrysalis,1976,He was such a great songwriter as well as spectacular guitarist.,https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
9:25 AM,Blind Boys of Alabama,Let My Mother Live,Almost Home,Amazon Original/BBoA,2017,Stunning singing.,https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
9:29 AM,Oumou Sangare,Mogoya,Mogoya,No Format!,2017,Amazing singer from Mali who just keeps making cool records.,https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
9:32 AM,Emily Barker,No. 5 Hurricane,Sweet Kind of Blue,Everyone Sang,2017,From the land down under.,https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
9:37 AM,Joan Shelley,Even Though,Joan Shelley,No Quarter,2017,So many lovely songs on this fine record.,https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
9:40 AM,Narvel Felts,Drift Away,The Very Best of Narvel Felts,Gusto Records,2004,"If Thomas Pynchon had wanted to create a country singer for one of his novels, he might have come up with the name Narvel Felts. I just love the sound of it - and he's really good, too.",https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
9:44 AM,Johnny Paycheck,Fifteen Beers,The Soul & the Edge: The Best of Johnny Paycheck,Epic,2002,"This man made all these amazing records, and is generally only remembered, if at all, for one admittedly fun novelty song.",https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
9:46 AM,Midland,This Old Heart,On the Rocks,Big Machine,2017,Rock solid contemporary country.,https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
9:51 AM,Glen Campbell,Everybody's Talkin',Adiós,UMe,2017,I didn't expect this remake of his old hit to be so moving on his final album.,https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
9:54 AM,Eilen Jewell,That's Where I'm Going,Queen of the Minor Key,Signature Sounds Recording Company,2011,Eilen rhymes with stealin'.,https://spinitron.com//KDHX/pl/5322981/Sound-Salvation
6:59 AM,Continental Drifters,Christopher Columbus Transcontinental Highway,Vermilion,Razor & Tie,1998,From the single best record album I heard in the entire decade of the 1990s.,https://spinitron.com//KDHX/pl/5388591/Sound-Salvation
7:03 AM,Southern Culture on The Skids,Strangest Ways,Plastic Seat Sweat,Geffen,1997,My baby's got the strangest ways of saying . . .,https://spinitron.com//KDHX/pl/5388591/Sound-Salvation
7:07 AM,Chuck Prophet,I Felt Like Jesus,Temple Beautiful,Yep Roc,2011,"You know, he's playing at some festival up in Springfield, IL right around the 4th of July. Just sayin'.",https://spinitron.com//KDHX/pl/5388591/Sound-Salvation
7:10 AM,Kid Creole & the Coconuts,Money,The Conquest of You,SPV,1997,"The amount of great music these guys have contributed to the world, with so little of the world hearing it, is staggering.",https://spinitron.com//KDHX/pl/5388591/Sound-Salvation
7:13 AM,The Temptations,Ball of Confusion (That's What the World Is Today) [Alternate Mix],Psychedelic Soul,Motown,1970,"I'm not a big fan of remixes of classic songs, but damned if this version doesn't actually work at least as well as the real one.",https://spinitron.com//KDHX/pl/5388591/Sound-Salvation
7:17 AM,Albert King,Breaking Up Somebody's Home,I'll Play the Blues for You,stax,1972,I was reminded again the other day that this is one of Albert King's finest records.,https://spinitron.com//KDHX/pl/5388591/Sound-Salvation
7:25 AM,Prince,Controversy,Controversy,Warner Bros,1981,I can still remember the thrill of hearing this song on WESL back when it was new - I hadn't heard anything even remotely like it before.,https://spinitron.com//KDHX/pl/5388591/Sound-Salvation
7:36 AM,Webb Wilder,Don't Slander Me,More Like Me,blind pig,2009,A very effective cover of the Roky Erickson classic.,https://spinitron.com//KDHX/pl/5388591/Sound-Salvation
7:41 AM,Dr. John,Ice Age,Locked Down,Nonesuch,2012,Sounds as though the good Doctor is grooving in Africa. Love this.,https://spinitron.com//KDHX/pl/5388591/Sound-Salvation
7:46 AM,Bombino,Iyat Idounia Ayasahen (Another Life),Agadez,Cumbancha,2011,"Holy cow, this guy can play guitar. I'm not familiar with the sounds of Algeria and Niger, but based on this evidence, maybe I should be.",https://spinitron.com//KDHX/pl/5388591/Sound-Salvation
7:55 AM,Alabama Shakes,Goin' To the Party,Boys & Girls,ATO,2012,An atypically quiet little number from these guys that shows off the singer's dynamic range.,https://spinitron.com//KDHX/pl/5388591/Sound-Salvation
8:02 AM,Thin Lizzy,That Woman's Gonna Break Your Heart,Bad Reputation,Mercury,1977,Phil Lynott was one heck of a major talent.,https://spinitron.com//KDHX/pl/5388591/Sound-Salvation
8:05 AM,Sloan,Sinking Ships,Navy Blues,Murder,1998,"Having only discovered Sloan a couple years ago, I'm astonished to find out that their earlier records were even richer and more developed.",https://spinitron.com//KDHX/pl/5388591/Sound-Salvation
8:10 AM,The dB's,She Won't Drive in the Rain Anymore,Falling Off the Sky,Bar/None Records,2012,A stunning song written by Peter Holsapple about the after-effects of Hurricane Katrina.,https://spinitron.com//KDHX/pl/5388591/Sound-Salvation
8:15 AM,Martin Carthy,Song of the Lower Classes,The Collection,Topic,1993,Three part male acapella harmony that's truly breathtaking.,https://spinitron.com//KDHX/pl/5388591/Sound-Salvation
8:20 AM,Fiona Apple,Waltz (Better Than Fine),Extraordinary Machine,Epic/Clean Slate,2005,She'll be at the Peabody Opera House on July 14.,https://spinitron.com//KDHX/pl/5388591/Sound-Salvation
8:24 AM,Brothers Lazaroff,35 Summers,Science Won,self-released,2012,Some crazy old woman rambling on and on.,https://spinitron.com//KDHX/pl/5388591/Sound-Salvation
8:27 AM,Elvis Costello & The Brodsky Quartet,Cassidy: This Sad Burlesque,The Juliet Letters,Rhino,1993,"I honestly think this record deserves reconsideration. So much of it is beautiful, thrilling, and emotionally powerful.",https://spinitron.com//KDHX/pl/5388591/Sound-Salvation
8:33 AM,Punch Brothers,Hundred Dollars,Who's Feeling Young Now?,Nonesuch,2012,All bow down to the mighty Chris Thile and his mates.,https://spinitron.com//KDHX/pl/5388591/Sound-Salvation
8:38 AM,Roy Wood,Bengal Jig,Exotic Mixture: Singles A's & B's,Repertoire,1999,One of his jauntiest b-sides.,https://spinitron.com//KDHX/pl/5388591/Sound-Salvation
8:40 AM,Miranda Lambert featuring the Pistol Annies,Run Daddy Run,Hunger Games Soundtrack,Universal Republic,2012,A hidden gem on a frequently enticing T-Bone Burnett-produced soundtrack.,https://spinitron.com//KDHX/pl/5388591/Sound-Salvation
